,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stakeholder engagement scales,,,,,,,,,,,,,,,,,,,,,,,,
2017,"Gençer E. et al. Directing solar photons to sustainably meet food, energy, and water needs. Sci Rep 7 3133 (2017).",N,N,0,0,0,0,0,0,0,Y,0,1,0,1,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020,Geressu R. Siderius C. Harou J. J. Kashaigili J. Pettinotti L. & Conway D. (2020). Assessing river basin development given water‐energy‐food‐environment interdependencies. Earth's Future 8(8) e2019EF001464.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,1,0,0,Y,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Ghafoori-Kharanagh S. G. Banihabib M. E. & Javadi S. (2020). An MCDM-based social network analysis of water governance to determine actors’ power in water-food-energy nexus. Journal of Hydrology 581 124382.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,Y,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Ghafoori-Kharanagh S. Banihabib M. E. Javadi S. & Randhir T. O. (2021). Participatory water-food-energy nexus approach for evaluation and design of groundwater governance. Water Resources Management 35 3481-3495.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,Y,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Ghodsvali M. Dane G. & de Vries B. (2022). An online serious game for decision-making on food-water-energy nexus policy. Sustainable Cities and Society 87 104220.,Y,Y,1,0,0,0,0,0,1,Y,0,0,0,0,0,1,0,0,0,0,Y,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2022,Ghodsvali M. Dane G. & de Vries B. (2022). The nexus social-ecological system framework (NexSESF): A conceptual and empirical examination of transdisciplinary food-water-energy nexus. Environmental Science & Policy 130 16-24.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,Ghodsvali M. Dane G. & de Vries B. (2023). An integrated decision support system for the urban food-water-energy nexus: methodology modification and model formulation. Computers Environment and Urban Systems 100 101940.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2018,Givens J. E. et al. Incorporating Social System Dynamics in the Columbia River Basin: Food-Energy-Water Resilience and Sustainability Modeling in the Yakima River Basin. Front. Environ. Sci. 6 (2018).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,1,1,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,González-Bravo R. Mahlknecht J. & Ponce-Ortega J. M. Water food and power grid optimization at macroscopic level involving multi-stakeholder approach. Energy Procedia 153 347–352 (2018).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Granero de Melo T. Lacerra de Souza B. & Scopinho R. A. (2020). Peri-urban territories and WEF nexus: the challenges of Brazilian agrarian reform areas for social justice. Journal of Integrative Environmental Sciences 17(2) 45-67.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,1,0,0,0,Y,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Granit I. (2022). Microgrids through the Energy-Water-Food Security Nexus in La Guajira Colombia: Increasing water and food security or jeopardizing groundwater levels?. Energy Research & Social Science 93 102814.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,Y,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Guan X. & Mascaro G. (2023). Impacts of climate change on the food-water nexus in central Arizona. Agricultural and Forest Meteorology 333 109413.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Guan X. Mascaro G. Sampson D. & Maciejewski R. A metropolitan scale water management analysis of the food-energy-water nexus. Science of The Total Environment 701 134478 (2020).,N,N,0,0,0,0,0,0,0,N,0,1,0,1,0,0,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,Guillaume J. Kummu M. Eisner S. & Varis O. Transferable Principles for Managing the Nexus: Lessons from Historical Global Water Modelling of Central Asia. Water 7 4200–4231 (2015).,N,N,0,0,0,0,0,0,0,N,0,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Guo S. Zhang F. Engel B. A. Wang Y. Guo P. & Li Y. (2022). A distributed robust optimization model based on water-food-energy nexus for irrigated agricultural sustainable development. Journal of Hydrology 606 127394.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Guzmán-Luna P. Gerbens-Leenes P. W. & Vaca-Jiménez S. D. (2021). The water energy and land footprint of tilapia aquaculture in Mexico a comparison of the footprints of fish and meat. Resources Conservation and Recycling 165 105224.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Haitsma Mulier M. H. Van de Ven F. H. M. & Kirshen P. (2022). Circularity in the urban water-energy-nutrients-food nexus. Energy Nexus 7 100081.,N,N,0,0,0,0,0,0,0,Y,1,1,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Haji M. Govindan R. & Al-Ansari T. (2020). Novel approaches for geospatial risk analytics in the energy–water–food nexus using an EWF nexus node. Computers & Chemical Engineering 140 106936.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Haji M. Govindan R. & Al-Ansari T. (2022). A computational modelling approach based on the ‘Energy-Water-Food nexus node’to support decision-making for sustainable and resilient food security. Computers & Chemical Engineering 163 107846.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2015,Halbe J. Pahl-Wostl C. A. Lange M. & Velonis C. Governance of transitions towards sustainable development – the water–energy–food nexus in Cyprus. Water International 40 877–894 (2015).,N,N,0,0,0,0,0,0,0,Y,0,0,1,1,1,0,0,0,0,0,Y,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Hampl N. (2022). Consume less or grow sustainably? Matching energy systems with Indigenous worldviews in Panama. Regional Studies Regional Science 9(1) 412-424.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,1,0,0,0,Y,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Han D. Yu D. & Cao Q. (2020). Assessment on the features of coupling interaction of the food-energy-water nexus in China. Journal of Cleaner Production 249 119379.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Hanumante N. Shastri Y. Nisal A. Diwekar U. & Cabezas H. (2022). Integrated model for Food-Energy-Water (FEW) nexus to study global sustainability: The water compartments and water stress analysis. Plos one 17(5) e0266554.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2022,Hao L. Wang P. Yu J. & Ruan H. (2022). An integrative analytical framework of water-energy-food security for sustainable development at the country scale: A case study of five Central Asian countries. Journal of Hydrology 607 127530.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Hasanzadeh-Saray M. H. Baubekova A. Gohari A. Eslamian S. S. Klove B. & Haghighi A. T. (2022). Optimization of Water-Energy-Food Nexus considering CO2 emissions from cropland: A case study in northwest Iran. Applied Energy 307 118236.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,He L. Xu Z. Wang S. Bao J. Fan Y. & Daccache A. (2022). Optimal crop planting pattern can be harmful to reach carbon neutrality: Evidence from food-energy-water-carbon nexus perspective. Applied Energy 308 118364.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Her C. Sambor D. J. Whitney E. & Wies R. (2021). Novel wind resource assessment and demand flexibility analysis for community resilience: A remote microgrid case study. Renewable Energy 179 1472-1486.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Hernández-Pérez L. G. Sánchez-Zarco X. G. & Ponce-Ortega J. M. (2022). Multi-objective optimization method based on deterministic and metaheuristic approaches in water–energy–food nexus under uncertainty. International Journal of Environmental Research 16(3) 33.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Holmatov B. Schyns J. F. Krol M. S. Gerbens-Leenes P. W. & Hoekstra A. Y. (2021). Can crop residues provide fuel for future transport? Limited global residue bioethanol potentials and large associated land water and carbon footprints. Renewable and Sustainable Energy Reviews 149 111417.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2018,Hoolohan C. et al. Stepping‐up innovations in the water–energy–food nexus: A case study of anaerobic digestion in the UK. Geogr J 185 391–405 (2019).,N,N,0,0,0,0,0,0,0,N,0,0,0,0,1,1,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2019,Hoolohan C. McLachlan C. & Larkin A. ‘Aha’ moments in the water-energy-food nexus: A new morphological scenario method to accelerate sustainable transformation. Technological Forecasting and Social Change 148 119712 (2019).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,Y,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2017,Howarth C. & Monasterolo I. Opportunities for knowledge co-production across the energy-food-water nexus: Making interdisciplinary approaches work for better climate decision making. Environmental Science & Policy 75 103–110 (2017).,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,1,0,0,Y,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Hua E. Engel B. A. Guan J. Yin J. Wu N. Han X. ... & Wang Y. (2022). Synergy and competition of water in Food-Energy-Water Nexus: Insights for sustainability. Energy Conversion and Management 266 115848.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,"Hua T. Zhao W. Wang S. Fu B. & Pereira P. (2020). Identifying priority biophysical indicators for promoting food-energy-water nexus within planetary boundaries. Resources, Conservation and Recycling 163 105102.",N,N,0,0,0,0,0,0,0,Y,1,0,0,0,1,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,Huan Y. Zhu X. Liang T. Zhou G. Wang L. Zhang L. & Feng Z. (2023). Identifying holistic actions for implementing the sustainable development goals related to livelihood–energy–ecosystem–water nexus in the Asian water tower region. Resources Conservation and Recycling 191 106905.,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,1,1,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2022,Huang D. C. Xu L. Y. He Z. Q. & Cao J. (2022). Evolutionary game analysis of water-saving behavior of energy enterprises and food producers from the perspective of water-energy-food nexus. Journal of Water and Climate Change 13(6) 2459-2478.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2023,Huang D. Li G. Chang Y. & Sun C. (2023). Water energy and food nexus efficiency in China: A provincial assessment using a three-stage data envelopment analysis model. Energy 263 126007.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Huang D. Li G. Sun C. & Liu Q. Exploring interactions in the local water-energy-food nexus (WEF-Nexus) using a simultaneous equations model. Science of The Total Environment 703 135034 (2020).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Huang D. Shen Z. Sun C. & Li G. (2021). Shifting from production-based to consumption-based nexus governance: evidence from an input–output analysis of the local water-energy-food nexus. Water Resources Management 35 1673-1688.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,Huang K. Dai L. Yu L. Fan Y. Huang G. Xiao Y. & Wu Q. (2022). Planning regional-scale water-energy-food nexus system management under uncertainty: An inexact fractional programming method. Journal of Contaminant Hydrology 247 103985.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,Huckleberry J. K. & Potts M. D. Constraints to implementing the food-energy-water nexus concept: Governance in the Lower Colorado River Basin. Environmental Science & Policy 92 289–298 (2019).,N,N,0,0,0,0,0,0,0,N,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,Hülsmann S. et al. Integrated modelling and management of water resources: the ecosystem perspective on the nexus approach. Current Opinion in Environmental Sustainability 40 14–20 (2019).,N,N,0,0,0,0,0,0,0,Y,0,0,0,1,1,1,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2021,Huntington H. P. Schmidt J. I. Loring P. A. Whitney E. Aggarwal S. Byrd A. G. ... & Wilber M. (2021). Applying the food–energy–water nexus concept at the local scale. Nature Sustainability 4(8) 672-679.,N,N,0,0,0,0,0,0,0,Y,0,1,0,1,1,1,1,0,0,0,Y,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Hurford A. P. Harou J. J. Bonzanigo L. Ray P. A. Karki P. Bharati L. & Chinnasamy P. (2020). Efficient and robust hydropower system design under uncertainty-A demonstration in Nepal. Renewable and Sustainable Energy Reviews 132 109910.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2017,Hussien W. A. Memon F. A. & Savic D. A. An integrated model to evaluate water-energy-food nexus at a household scale. Environmental Modelling & Software 93 366–380 (2017).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,1,0,0,0,0,0,Y,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Imasiku K. & Ntagwirumugara E. (2020). An impact analysis of population growth on energy‐water‐food‐land nexus for ecological sustainable development in Rwanda. Food and Energy Security 9(1) e185.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020,Jaroenkietkajorn U. & Gheewala S. H. (2020). Interlinkage between water-energy-food for oil palm cultivation in Thailand. Sustainable Production and Consumption 22 205-217.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Ji J. Chen J. Ding T. & Gu Y. (2023). Security assessment and obstacle factors diagnosis of water-energy-food nexus based on pressure-state-response framework in Northwest China. Stochastic Environmental Research and Risk Assessment 37(1) 73-88.,N,N,0,0,0,0,0,0,0,N,0,0,0,1,0,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Ji L. Zhang B. Huang G. & Lu Y. (2020). Multi-stage stochastic fuzzy random programming for food-water-energy nexus management under uncertainties. Resources Conservation and Recycling 155 104665.,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2020,Ji L. Zheng Z. Wu T. Xie Y. Liu Z. Huang G. & Niu D. (2020). Synergetic optimization management of crop-biomass coproduction with food-energy-water nexus under uncertainties. Journal of Cleaner Production 258 120645.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2022,"Jiang Q. Bhattarai N. Pahlow M. & Xu Z. (2022). Environmental sustainability and footprints of global aquaculture. Resources, Conservation and Recycling 180 106183.",N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,1,0,0,0,1,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2023,Jing P. Hu T. Sheng J. Mahmoud A. Liu Y. Yang D. ... & Wu Y. (2023). Coupling coordination and spatiotemporal dynamic evolution of the water-energy-food-land (WEFL) nexus in the Yangtze River Economic Belt China. Environmental Science and Pollution Research 30(12) 34978-34995.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2021,Johnson C. Bell S. Borrion A. & Comber R. (2021). Working with infrastructural communities: A material participation approach to urban retrofit. Science technology & human values 46(2) 320-345.,Y,Y,1,0,0,0,0,0,0,Y,0,0,0,1,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2017,Johnson O. W. & Karlberg L. Co-exploring the Water-Energy-Food Nexus: Facilitating Dialogue through Participatory Scenario Building. Front. Environ. Sci. 5 24 (2017).,Y,Y,1,0,0,0,0,0,0,N,0,0,0,0,0,1,0,0,0,0,Y,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021,Jones J. L. & White D. D. (2021). A social network analysis of collaborative governance for the food-energy-water nexus in Phoenix AZ USA. Journal of Environmental Studies and Sciences 11(4) 671-681.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,1,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Jones J. L. & White D. D. (2022). Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix Arizona. Environmental Science & Policy 127 111-119.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,1,1,0,0,0,Y,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2022,Jones J. L. White D. D. & Thiam D. (2022). Media framing of the Cape Town water crisis: perspectives on the food-energy-water nexus. Regional Environmental Change 22(2) 79.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,1,0,1,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020,Kamrani K. Roozbahani A. & Shahdany S. M. H. (2020). Using Bayesian networks to evaluate how agricultural water distribution systems handle the water-food-energy nexus. Agricultural Water Management 239 106265.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2021,Karamian F. Mirakzadeh A. A. & Azari A. (2021). The water-energy-food nexus in farming: Managerial insights for a more efficient consumption of agricultural inputs. Sustainable Production and Consumption 27 1357-1371.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Karamian F. Mirakzadeh A. A. & Azari A. (2023). Application of multi-objective genetic algorithm for optimal combination of resources to achieve sustainable agriculture based on the water-energy-food nexus framework. Science of The Total Environment 860 160419.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,1,0,Y,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,Karan E. & Asadi S. Quantitative modeling of interconnections associated with sustainable food energy and water (FEW) systems. Journal of Cleaner Production 200 86–99 (2018).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2023,Karan E. P. Asgari S. & Asadi S. (2023). Resilience assessment of centralized and distributed food systems. Food Security 15(1) 59-75.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2018,Karan E. Asadi S. Mohtar R. & Baawain M. Towards the optimization of sustainable food-energy-water systems: A stochastic approach. Journal of Cleaner Production 171 662–674 (2018).,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2022,Karanisa T. Achour Y. Ouammi A. & Sayadi S. (2022). Smart greenhouses as the path towards precision agriculture in the food-energy and water nexus: case study of Qatar. Environment Systems and Decisions 1-26.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,0,1,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2020,Karnib A. & Alameh A. (2020). Technology-oriented approach to quantitative assessment of water–energy–food nexus. International Journal of Energy and Water Resources 4 189-197.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2022,Kedir Y. Berhanu B. & Alamirew T. (2022). Analysis of water–energy–crop nexus indicators in irrigated sugarcane of Awash Basin Ethiopia. Environmental Systems Research 11(1) 1-19.,N,N,0,0,0,0,0,0,0,Y,0,1,0,0,1,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2023,Kellner E. (2023). Identifying leverage points for shifting Water-Energy-Food nexus cases towards sustainability through the Networks of Action Situations approach combined with systems thinking. Sustainability Science 18(1) 135-152.,N,N,0,0,0,0,0,0,0,Y,0,0,0,0,1,0,0,0,0,0,Y,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2023,Kellner E. & Martin D. A. (2023). Learning from past coevolutionary processes to envision sustainable futures: Extending an action situations approach to the Water-Energy-Food nexus. Earth system governance 15 100168.,Y,Y,0,1,0,0,0,0,1,Y,0,1,0,0,0,1,0,0,0,0,Y,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2015,Keskinen M. Someth P. Salmivaara A. & Kummu M. Water-Energy-Food Nexus in a Transboundary River Basin: The Case of Tonle Sap Lake Mekong River Basin. Water 7 5416–5436 (2015).,N,N,0,0,0,0,0,0,0,N,0,1,0,0,0,1,0,0,0,0,Y,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
